pl_target,pl_pred_gtb,pl_pred_ann,pl_pred_svr,pl_pred_rf
26.535277,45.00842057,31.73102268,83.77120158,43.44245763
26.082693,45.00842057,31.73102268,83.77120158,43.44245763
26.110136,45.00842057,31.73102268,83.77120158,43.44245763
26.250537,45.00842057,31.73102268,83.77120158,43.44245763
26.746696,45.00842057,31.73102268,83.77120158,43.44245763
26.984624,45.00842057,31.73102268,83.77120158,43.44245763
26.337411,45.00842057,31.73102268,83.77120158,43.44245763
26.591287,37.41927117,31.05777255,83.41503375,28.66996537
26.267527,37.41927117,31.05777255,83.41503375,28.66996537
26.578369,37.41927117,31.05777255,83.41503375,28.66996537
26.459959,37.41927117,31.05777255,83.41503375,28.66996537
26.795938,37.41927117,31.05777255,83.41503375,28.66996537
27.459834,37.41927117,31.05777255,83.41503375,28.66996537
29.228872,37.41927117,31.05777255,83.41503375,28.66996537
27.969628,37.41927117,31.05777255,83.41503375,28.66996537
30.417609,45.00842057,31.73102268,83.77120158,43.44245763
28.774246,45.00842057,31.73102268,83.77120158,43.44245763
32.772374,44.75757894,32.54328185,83.56511791,43.44245763
37.308596,37.11674362,36.75174842,82.90542286,28.66996537
35.221726,44.81909633,40.636173,83.46243123,43.44245763
28.028861,44.84943282,40.75348037,83.47786901,43.44245763
29.129845,44.84943282,40.75348037,83.47786901,43.44245763
28.182073,44.84943282,40.01260605,83.37451532,43.44245763
34.077002,44.84943282,40.01260605,83.37451532,43.44245763
34.814599,44.80991632,41.69875758,83.27583049,43.44245763
37.309096,44.80991632,42.32943102,82.92741892,43.44245763
36.03488,44.80991632,42.32943102,82.92741892,43.44245763
42.617974,44.80991632,42.32943102,82.92741892,43.44245763
45.466837,48.72202642,48.02185386,80.97107538,48.12013287
52.675232,48.03927398,47.02949859,81.68966091,48.12013287
54.597119,52.72719133,50.46001922,84.53984211,50.71415201
49.872117,51.54324362,51.23168136,86.20028325,50.71415201
51.680306,50.30182521,38.22460487,84.76970618,50.71415201
46.711113,48.38041322,30.77527595,90.5690151,50.71415201
48.485447,48.54195757,28.96744392,89.47107431,50.71415201
50.896763,48.39270897,37.02587846,91.83559237,50.71415201
49.987656,48.39270897,37.02587846,91.83559237,50.71415201
50.025235,48.39270897,25.51926397,84.65092857,50.71415201
48.527314,48.39270897,25.51926397,84.65092857,50.71415201
46.443928,48.54195757,18.52659242,82.0794166,50.71415201
45.478758,48.54195757,14.22875908,82.41914516,50.71415201
45.577492,48.39270897,25.05899842,89.35692034,50.71415201
46.669747,48.49599785,13.33884395,82.36698863,50.71415201
46.433171,48.49599785,13.33884395,82.36698863,50.71415201
45.116486,48.49599785,13.33884395,82.36698863,50.71415201
45.271273,48.49599785,13.33884395,82.36698863,50.71415201
44.133784,48.2960096,12.64397473,81.82477549,50.71415201
43.410187,48.49599785,26.58412883,93.91234395,50.71415201
43.402159,48.49599785,18.83062975,90.02174695,50.71415201
42.732281,48.2960096,5.235540907,78.26222861,50.71415201
44.43248,48.2960096,5.235540907,78.26222861,50.71415201
39.236027,48.2960096,15.45840771,90.22407824,50.71415201
41.296824,48.2960096,15.21293255,89.81071873,50.71415201
41.526316,48.16435301,21.13214275,93.37153415,50.71415201
38.522669,48.16435301,21.13214275,93.37153415,50.71415201
37.409916,48.16435301,22.52884712,95.62877841,50.71415201
39.142197,48.19350314,19.53436013,94.03798376,50.71415201
37.484988,48.19350314,19.61428244,95.3548486,50.71415201
38.8755,48.19350314,19.61428244,95.3548486,50.71415201
37.983525,48.19350314,21.20947605,97.4995808,50.71415201
38.943984,48.19350314,14.73905523,93.91874808,50.71415201
36.67878,48.12110105,17.82167576,97.12482931,50.71415201
37.75597,48.93581003,20.6917703,97.14621504,50.71415201
39.466937,38.86611932,16.09789151,96.2166661,31.26398451
38.362544,49.4489858,17.90443691,97.59318428,50.71415201
37.296328,46.90137505,13.95236308,96.0668561,50.71415201
39.314351,46.90137505,13.95236308,96.0668561,50.71415201
35.23054,36.53041846,15.97900491,97.04435772,31.26398451
34.712317,45.22829876,13.87831454,96.99205111,46.03647678
34.700034,47.77281345,13.72881825,96.65701107,50.71415201
33.561511,45.22829876,12.91717925,96.15924579,46.03647678
31.470715,45.27998467,11.934984,95.75807192,46.03647678
30.777674,45.22402374,12.11173964,95.40437387,46.03647678
31.311749,47.06693445,6.702849464,94.54937762,46.03647678
29.693964,47.06693445,6.702849464,94.54937762,46.03647678
28.003028,49.78809863,5.171800969,93.14871598,50.71415201
29.457324,49.78809863,5.640719268,92.83757499,50.71415201
28.861473,46.96586398,6.7062221,92.67683787,48.07446147
29.630749,51.04898077,11.351483,93.02705176,50.07500124
26.289325,51.01983064,14.22548507,92.32174578,50.07500124
26.786434,51.94115542,19.34189561,91.3627862,50.07500124
26.373822,51.94115542,19.34189561,91.3627862,50.07500124
25.447034,49.19857092,25.32172183,89.93780004,49.44208597
27.827773,51.73945863,28.15835883,89.72702549,49.44208597
27.318431,51.73945863,33.31875496,88.91658726,49.43341094
26.123644,37.70491387,33.62882397,86.46917565,28.66996537
27.541917,45.07179452,38.05937837,86.61461626,43.44245763
28.90174,37.48264512,35.71662823,84.74339664,28.66996537
27.095383,37.41927117,33.96009007,84.32018358,28.66996537
24.849774,37.41927117,32.53850374,85.33323991,28.66996537
26.300718,37.41927117,32.53850374,85.33323991,28.66996537
27.962062,37.41927117,31.83010969,84.00261433,28.66996537
27.539012,37.41927117,30.14415752,83.5973295,28.66996537
26.124941,37.62510187,29.66096104,83.39330561,28.66996537
28.380769,37.41927117,30.28688052,83.40888873,28.66996537
31.210757,37.41927117,31.05777255,83.41503375,28.66996537
28.898955,44.75757894,32.54328185,83.56511791,43.44245763
28.69619,44.75757894,32.54328185,83.56511791,43.44245763
32.196476,44.81909633,40.04528415,83.36111652,43.44245763
29.838753,44.84943282,40.75348037,83.47786901,43.44245763
31.777039,44.84943282,40.01260605,83.37451532,43.44245763
34.49524,44.80991632,41.69875758,83.27583049,43.44245763
43.50442,44.80991632,43.57262416,82.35117186,43.44245763
31.151873,44.80991632,43.57262416,82.35117186,43.44245763
38.966912,44.80991632,43.57262416,82.35117186,43.44245763
42.267098,44.80991632,43.57262416,82.35117186,43.44245763
48.539235,47.56281054,40.01197645,77.63870457,48.12013287
55.678235,48.64805214,45.56836966,81.43732729,48.12013287
50.898034,48.72202642,48.02185386,80.97107538,48.12013287
47.651204,48.79602143,48.58091954,81.61866249,48.12013287
52.173516,51.43120135,46.58979675,80.21234523,48.12013287
58.580533,52.72719133,50.46001922,84.53984211,50.71415201
51.473355,52.72719133,50.46001922,84.53984211,50.71415201
49.84665,51.54324362,51.23168136,86.20028325,50.71415201
47.457962,50.30182521,38.22460487,84.76970618,50.71415201
50.222813,48.40554496,35.79106859,86.05299523,50.71415201
48.013546,48.54195757,28.96744392,89.47107431,50.71415201
45.893963,48.41653853,25.32014606,84.07613902,50.71415201
45.068877,48.54195757,20.50430614,82.69040758,50.71415201
43.700074,48.54195757,14.22875908,82.41914516,50.71415201
45.511693,48.54195757,14.22875908,82.41914516,50.71415201
45.160412,48.54195757,9.222324579,77.54425752,50.71415201
43.300351,48.49599785,13.33884395,82.36698863,50.71415201
42.622843,48.49599785,26.58412883,93.91234395,50.71415201
42.899722,48.49599785,18.83062975,90.02174695,50.71415201
42.013632,48.2960096,11.90459479,84.81338686,50.71415201
42.158555,48.2960096,5.235540907,78.26222861,50.71415201
42.697089,48.19350314,5.864714875,78.27622126,50.71415201
40.780695,48.19350314,5.864714875,78.27622126,50.71415201
42.102902,48.16435301,25.80064653,96.366407,50.71415201
40.314179,48.2960096,15.21293255,89.81071873,50.71415201
37.703536,48.16435301,21.13214275,93.37153415,50.71415201
37.372687,48.16435301,22.52884712,95.62877841,50.71415201
36.56465,48.16435301,18.02222314,94.01291355,50.71415201
39.636948,48.19350314,21.52307763,97.04886777,50.71415201
38.725966,48.19350314,21.52307763,97.04886777,50.71415201
37.45629,48.19350314,15.94398935,93.64107372,50.71415201
37.15174,48.12110105,18.89341547,97.33264856,50.71415201
37.342108,48.19350314,17.71945576,96.15919075,50.71415201
38.062836,38.86611932,16.09789151,96.2166661,31.26398451
37.734978,49.4489858,17.90443691,97.59318428,50.71415201
37.484639,49.4489858,17.58337984,97.38975897,50.71415201
41.990286,49.4489858,17.58337984,97.38975897,50.71415201
35.50022,50.55771669,16.40445508,97.48309358,50.71415201
35.164948,37.63914935,15.96418736,96.99494838,31.26398451
33.088547,37.63914935,13.97200936,96.94216479,32.5522879
33.414166,47.77281345,14.23019021,96.97992726,50.71415201
33.137862,47.77281345,13.72881825,96.65701107,50.71415201
34.25249,45.22829876,12.68540713,96.00965138,46.03647678
32.515059,49.75027891,6.371708961,94.90328061,50.71415201
34.054883,49.75027891,6.371708961,94.90328061,50.71415201
31.644665,45.21808996,11.97075545,94.29534685,46.03647678
28.544039,49.78809863,5.640719268,92.83757499,50.71415201
24.718542,46.96586398,6.96264549,93.10115598,45.397326
25.623358,46.96586398,6.7062221,92.67683787,48.07446147
27.800014,51.00279456,10.89783997,93.26060993,50.07500124
27.310844,51.01983064,14.22548507,92.32174578,50.07500124
28.546637,51.94115542,21.7594846,91.08002403,50.07500124
26.967887,51.94115542,21.7594846,91.08002403,50.07500124
31.764134,51.73945863,28.15835883,89.72702549,49.44208597
26.12827,51.14114883,29.011939,89.03368025,49.43341094
27.882877,50.91888008,40.33612567,87.81528246,48.12013287
28.257405,45.07179452,38.05937837,86.61461626,43.44245763
26.569209,37.41927117,33.96009007,84.32018358,28.66996537
29.526812,37.41927117,31.83010969,84.00261433,28.66996537
27.298272,37.41927117,30.14415752,83.5973295,28.66996537
27.282031,37.41927117,30.14415752,83.5973295,28.66996537
27.981849,37.62510187,29.66096104,83.39330561,28.66996537
31.277495,37.62510187,30.30158452,83.41258585,28.66996537
29.458491,37.41927117,31.05777255,83.41503375,28.66996537
28.577741,44.75757894,32.54328185,83.56511791,43.44245763
30.319344,44.81909633,40.04528415,83.36111652,43.44245763
28.687313,44.84943282,40.75348037,83.47786901,43.44245763
29.139572,44.80991632,41.69875758,83.27583049,43.44245763
28.577294,44.80991632,41.69875758,83.27583049,43.44245763
40.552905,44.80991632,42.32943102,82.92741892,43.44245763
33.144396,44.80991632,43.57262416,82.35117186,43.44245763
41.792691,44.94128568,42.44593035,83.23888495,43.44245763
47.390011,47.56281054,40.01197645,77.63870457,48.12013287
50.643921,48.64805214,45.56836966,81.43732729,48.12013287
49.260933,48.72202642,48.02185386,80.97107538,48.12013287
53.025738,48.03927398,47.02949859,81.68966091,48.12013287
57.949055,52.59727148,45.01365579,77.11467774,50.71415201
54.340714,52.59727148,45.01365579,77.11467774,50.71415201
55.98103,52.83345579,49.45776008,83.28899214,50.71415201
47.147908,52.33807673,62.28171999,86.33696992,50.71415201
50.590111,48.48105055,39.42309233,90.46196499,50.71415201
49.313199,48.39270897,29.39676558,89.29554474,50.71415201
46.42619,48.39270897,37.02587846,91.83559237,50.71415201
45.848507,48.39270897,20.16756053,82.34532467,50.71415201
45.430146,48.39270897,20.16756053,82.34532467,50.71415201
45.633015,48.54195757,20.50430614,82.69040758,50.71415201
44.337065,48.54195757,14.22875908,82.41914516,50.71415201
43.729737,48.39270897,25.05899842,89.35692034,50.71415201
42.948977,48.54195757,20.31170348,86.77678507,50.71415201
41.666634,48.49599785,18.83062975,90.02174695,50.71415201
42.398919,48.49599785,16.7385054,87.6333686,50.71415201
38.486868,48.2960096,11.90459479,84.81338686,50.71415201
40.313361,48.2960096,11.90459479,84.81338686,50.71415201
38.050705,48.2960096,5.235540907,78.26222861,50.71415201
37.123415,48.2960096,15.21293255,89.81071873,50.71415201
37.732314,48.16435301,22.52884712,95.62877841,50.71415201
37.125748,48.16435301,18.02222314,94.01291355,50.71415201
37.939196,48.19350314,21.52307763,97.04886777,50.71415201
37.036112,48.19350314,15.94398935,93.64107372,50.71415201
36.696928,48.12110105,18.89341547,97.33264856,50.71415201
35.399977,48.12110105,18.89341547,97.33264856,50.71415201
36.091967,48.93581003,20.6917703,97.14621504,50.71415201
37.984053,38.86611932,16.09789151,96.2166661,31.26398451
35.938996,50.55771669,16.40445508,97.48309358,50.71415201
37.691262,46.90137505,13.95236308,96.0668561,50.71415201
35.005455,37.63914935,15.96418736,96.99494838,31.26398451
34.716052,37.63914935,15.96418736,96.99494838,31.26398451
33.363961,36.53041846,15.52211101,96.77209749,31.26398451
31.145831,47.77281345,14.23019021,96.97992726,50.71415201
30.035614,45.22829876,12.91717925,96.15924579,46.03647678
30.49565,45.27998467,11.934984,95.75807192,46.03647678
29.734353,47.06693445,6.702849464,94.54937762,46.03647678
27.75817,49.78809863,5.171800969,93.14871598,50.71415201
28.675344,46.96586398,6.96264549,93.10115598,45.397326
30.558457,46.96586398,6.96264549,93.10115598,45.397326
28.405244,46.96586398,6.7062221,92.67683787,48.07446147
26.12081,51.00279456,10.89783997,93.26060993,50.07500124
27.475162,51.01983064,12.70734224,92.64756327,50.07500124
25.658007,51.94115542,21.7594846,91.08002403,50.07500124
26.190695,49.19857092,25.32172183,89.93780004,49.44208597
28.845792,51.14114883,29.011939,89.03368025,49.43341094
27.885774,50.91888008,40.33612567,87.81528246,48.12013287
28.3547,50.91888008,40.33612567,87.81528246,48.12013287
29.970744,45.07179452,38.05937837,86.61461626,43.44245763
28.9839,37.48264512,35.71662823,84.74339664,28.66996537
28.072114,37.41927117,32.53850374,85.33323991,28.66996537
30.445128,37.41927117,31.83010969,84.00261433,28.66996537
26.726577,37.41927117,30.14415752,83.5973295,28.66996537
26.757281,37.62510187,30.11872309,83.55710145,28.66996537
27.913932,37.62510187,30.11872309,83.55710145,28.66996537
27.942117,37.62510187,29.66096104,83.39330561,28.66996537
28.111371,37.41927117,30.28688052,83.40888873,28.66996537
27.828883,45.00842057,31.73102268,83.77120158,43.44245763
27.354806,44.81909633,40.04528415,83.36111652,43.44245763
27.476761,44.81909633,40.636173,83.46243123,43.44245763
29.264641,44.84943282,40.01260605,83.37451532,43.44245763
31.847933,44.84943282,40.01260605,83.37451532,43.44245763
37.20937,44.80991632,42.32943102,82.92741892,43.44245763
39.216639,44.80991632,43.57262416,82.35117186,43.44245763
42.615969,51.44943798,45.15424563,81.69269221,48.12013287
45.083769,48.03408466,43.46955076,81.270865,48.12013287
55.830685,48.03408466,43.46955076,81.270865,48.12013287
49.532967,52.33807673,62.28171999,86.33696992,50.71415201
50.344513,48.48105055,39.42309233,90.46196499,50.71415201
49.8293,48.39270897,29.39676558,89.29554474,50.71415201
46.515812,48.41653853,25.32014606,84.07613902,50.71415201
46.722863,48.54195757,20.50430614,82.69040758,50.71415201
45.293112,48.54195757,14.22875908,82.41914516,50.71415201
45.392861,48.54195757,14.22875908,82.41914516,50.71415201
44.272198,48.39270897,25.05899842,89.35692034,50.71415201
43.606856,48.49599785,13.33884395,82.36698863,50.71415201
42.828747,48.54195757,20.31170348,86.77678507,50.71415201
43.068934,48.49599785,18.83062975,90.02174695,50.71415201
43.491894,48.2960096,5.235540907,78.26222861,50.71415201
39.968779,48.2960096,15.45840771,90.22407824,50.71415201
41.429501,48.2960096,15.45840771,90.22407824,50.71415201
41.55308,48.16435301,25.80064653,96.366407,50.71415201
38.744219,48.2960096,15.21293255,89.81071873,50.71415201
37.603915,48.16435301,23.44748687,95.62741604,50.71415201
37.039912,48.16435301,18.02222314,94.01291355,50.71415201
36.491169,48.19350314,19.61428244,95.3548486,50.71415201
41.178301,48.19350314,21.20947605,97.4995808,50.71415201
37.923291,48.19350314,15.94398935,93.64107372,50.71415201
37.444201,48.19350314,15.94398935,93.64107372,50.71415201
36.848147,48.19350314,14.73905523,93.91874808,50.71415201
37.890807,48.19350314,17.71945576,96.15919075,50.71415201
37.813971,38.86611932,16.09789151,96.2166661,31.26398451
37.474621,49.4489858,17.58337984,97.38975897,50.71415201
34.901894,46.90137505,13.95236308,96.0668561,50.71415201
36.249798,46.90137505,13.95236308,96.0668561,50.71415201
36.565394,46.90137505,13.95236308,96.0668561,50.71415201
35.989315,36.53041846,15.97900491,97.04435772,31.26398451
32.495625,37.63914935,13.97200936,96.94216479,32.5522879
31.083134,45.22829876,13.87831454,96.99205111,46.03647678
30.283572,45.22829876,12.91717925,96.15924579,46.03647678
31.562382,45.27998467,11.934984,95.75807192,46.03647678
28.087529,49.75027891,6.371708961,94.90328061,50.71415201
28.70324,45.21808996,11.97075545,94.29534685,46.03647678
27.805767,49.78809863,5.640719268,92.83757499,50.71415201
29.839695,49.78809863,5.640719268,92.83757499,50.71415201
27.749751,46.96586398,6.7062221,92.67683787,48.07446147
27.192845,51.04898077,11.351483,93.02705176,50.07500124
26.736407,51.94115542,19.34189561,91.3627862,50.07500124
25.863483,49.19857092,25.32172183,89.93780004,49.44208597
27.72383,51.73945863,33.31875496,88.91658726,49.43341094
26.85774,51.73945863,33.31875496,88.91658726,49.43341094
30.371111,45.07179452,38.05937837,86.61461626,43.44245763
28.658473,45.07179452,38.05937837,86.61461626,43.44245763
27.498126,37.48264512,35.71662823,84.74339664,28.66996537
28.600335,37.41927117,32.53850374,85.33323991,28.66996537
28.329984,37.41927117,30.14415752,83.5973295,28.66996537
29.149069,37.41927117,30.14415752,83.5973295,28.66996537
31.251605,37.62510187,30.11872309,83.55710145,28.66996537
32.646208,37.62510187,30.11872309,83.55710145,28.66996537
34.078579,37.62510187,30.11872309,83.55710145,28.66996537
28.880633,37.62510187,29.66096104,83.39330561,28.66996537
30.32149,37.41927117,30.28688052,83.40888873,28.66996537
30.290249,37.62510187,30.30158452,83.41258585,28.66996537
30.575633,37.41927117,31.05777255,83.41503375,28.66996537
28.174816,44.75757894,32.54328185,83.56511791,43.44245763
29.601693,37.11674362,36.75174842,82.90542286,28.66996537
29.649868,37.11674362,36.75174842,82.90542286,28.66996537
27.613479,44.81909633,40.04528415,83.36111652,43.44245763
29.432283,44.81909633,40.04528415,83.36111652,43.44245763
27.929004,44.81909633,40.636173,83.46243123,43.44245763
27.883415,44.81909633,40.636173,83.46243123,43.44245763
26.717921,44.81909633,40.636173,83.46243123,43.44245763
26.083374,44.81909633,40.636173,83.46243123,43.44245763
25.604589,44.81909633,40.636173,83.46243123,43.44245763
26.740849,44.81909633,40.636173,83.46243123,43.44245763
29.460069,44.81909633,40.636173,83.46243123,43.44245763
31.123871,44.81909633,40.636173,83.46243123,43.44245763
28.73549,44.81909633,40.636173,83.46243123,43.44245763
28.850989,44.81909633,40.636173,83.46243123,43.44245763
28.306609,44.81909633,40.636173,83.46243123,43.44245763
28.031464,44.81909633,40.636173,83.46243123,43.44245763
27.785124,44.81909633,40.636173,83.46243123,43.44245763
28.505999,44.81909633,40.636173,83.46243123,43.44245763
27.31119,44.81909633,40.636173,83.46243123,43.44245763
31.156382,44.81909633,40.04528415,83.36111652,43.44245763
27.845059,44.81909633,40.04528415,83.36111652,43.44245763
27.749099,44.81909633,40.04528415,83.36111652,43.44245763
28.952961,44.81909633,40.636173,83.46243123,43.44245763
28.316345,44.81909633,40.636173,83.46243123,43.44245763
29.232387,44.81909633,40.636173,83.46243123,43.44245763
27.825134,44.81909633,40.636173,83.46243123,43.44245763
26.773018,44.81909633,40.636173,83.46243123,43.44245763
26.358341,44.81909633,40.636173,83.46243123,43.44245763
26.733804,44.81909633,40.636173,83.46243123,43.44245763
26.10118,44.81909633,40.636173,83.46243123,43.44245763
25.547386,44.81909633,40.636173,83.46243123,43.44245763
29.093355,44.81909633,40.636173,83.46243123,43.44245763
27.215992,44.81909633,40.636173,83.46243123,43.44245763
25.722647,44.81909633,40.636173,83.46243123,43.44245763
26.351284,44.81909633,40.636173,83.46243123,43.44245763
25.857621,44.81909633,40.636173,83.46243123,43.44245763
25.78194,44.81909633,40.636173,83.46243123,43.44245763
25.810091,44.81909633,40.636173,83.46243123,43.44245763
25.457711,44.81909633,40.04528415,83.36111652,43.44245763
25.560384,44.81909633,40.04528415,83.36111652,43.44245763
25.861686,44.81909633,40.04528415,83.36111652,43.44245763
26.043844,44.81909633,40.04528415,83.36111652,43.44245763
25.568229,44.81909633,40.04528415,83.36111652,43.44245763
26.201519,44.81909633,40.04528415,83.36111652,43.44245763
26.025861,44.81909633,40.04528415,83.36111652,43.44245763
26.505282,44.81909633,40.04528415,83.36111652,43.44245763
26.59953,44.81909633,40.04528415,83.36111652,43.44245763
69.558362,70.59982599,70.82355463,57.43907438,64.32076249
71.627729,70.59982599,70.82355463,57.43907438,64.32076249
70.357919,70.59982599,70.82355463,57.43907438,64.32076249
70.132344,70.59982599,70.82355463,57.43907438,64.32076249
70.765523,70.59982599,70.82355463,57.43907438,64.32076249
70.765523,70.59982599,70.82355463,57.43907438,64.32076249
68.680547,70.59982599,70.82355463,57.43907438,64.32076249
70.057206,70.59982599,70.82355463,57.43907438,64.32076249
69.649858,70.59982599,70.82355463,57.43907438,64.32076249
69.713163,70.59982599,71.55438648,57.53296111,64.32076249
69.800988,70.59982599,71.55438648,57.53296111,64.32076249
70.567624,71.25266714,66.250522,57.21464435,64.32076249
69.755479,71.25266714,66.31238207,57.3522523,64.32076249
68.507516,71.25266714,66.27474641,57.331094,64.32076249
76.23042,71.25266714,66.27485028,57.33023046,64.32076249
77.690377,71.25266714,66.27485028,57.33023046,64.32076249
70.656934,71.25266714,66.27474641,57.331094,64.32076249
70.370011,71.25266714,66.25535165,57.22002693,64.32076249
68.37613,71.23448754,68.53765694,56.42452101,64.32076249
73.796487,70.60022927,71.09987064,56.3790783,64.32076249
75.639859,70.60022927,71.5325673,56.5064788,64.32076249
77.061921,71.25477922,68.76248358,57.17158969,64.32076249
84.948377,71.18280163,71.4082643,60.63251242,64.32076249
81.491712,71.18280163,71.4082643,60.63251242,64.32076249
88.893888,69.3133438,61.11609209,64.4565454,64.32076249
89.667386,83.62540662,64.97976429,92.16751547,76.06051322
90.194005,80.26840372,73.89557116,92.51586428,64.32076249
88.95696,79.00162935,82.84970217,84.90282697,64.32076249
89.990735,73.51351563,63.74444351,81.05359955,64.32076249
89.711026,73.51351563,63.74444351,81.05359955,64.32076249
88.032605,73.43629149,46.5296768,75.4944201,64.32076249
88.657254,73.5855401,47.05562076,75.77403608,64.32076249
88.259076,73.5855401,38.96015246,74.99577455,64.32076249
89.169416,73.5855401,32.47919263,71.56628111,64.32076249
90.085736,65.55785068,37.54042306,75.04989281,64.32076249
88.179677,65.55785068,37.54042306,75.04989281,64.32076249
87.141843,65.72383346,36.70412643,74.69214163,64.32076249
88.288686,73.5855401,45.6939267,76.74928543,64.32076249
88.236608,65.55785068,42.3963062,78.76316304,64.32076249
85.286489,65.55785068,41.4986216,77.54183956,64.32076249
87.681325,65.72383346,35.54368602,75.88714777,64.32076249
86.254361,65.72383346,23.52867913,71.68253629,64.32076249
85.353788,65.72383346,23.52867913,71.68253629,64.32076249
85.166692,65.72383346,38.14714362,78.39266462,64.32076249
85.935315,65.72383346,36.14800027,78.08918275,64.32076249
85.293309,65.53261043,45.01897722,80.20091057,64.32076249
87.477224,65.53261043,39.85546766,79.58142861,64.32076249
86.790563,65.77236192,37.26654052,78.43248427,64.32076249
83.411569,67.3903684,40.03206413,78.43435572,64.32076249
87.071012,67.59160474,43.02962404,78.40262333,64.32076249
88.092496,67.59160474,43.02962404,78.40262333,64.32076249
86.98245,65.77236192,33.60543453,78.00520109,64.32076249
89.962682,67.3903684,37.23347734,77.42067599,64.32076249
85.82771,67.48980582,41.11886851,77.77492824,64.32076249
86.952817,65.87179934,34.1243518,78.07445155,64.32076249
88.154851,67.3903684,42.23402875,76.89337796,64.32076249
85.245679,67.48980582,39.77907123,76.47323045,64.32076249
86.288404,67.10306427,38.63539227,75.29465513,64.32076249
88.387807,67.10306427,38.63539227,75.29465513,64.32076249
